+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                       description                                                                                                        |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Vandalism took place at 12:04. No known witnesses.                                                                                                                                                                       |
| Shoplifting took place at 03:01. Two people witnessed the event.                                                                                                                                                         |
| Theft of the CS50 duck took place at 10:15am at the Humphrey Street bakery. Interviews were conducted today with three witnesses who were present at the time – each of their interview transcripts mentions the bakery. |
| Money laundering took place at 20:30. No known witnesses.                                                                                                                                                                |
| Littering took place at 16:36. No known witnesses.                                                                                                                                                                       |
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
|                                                                                                                                                     transcript                                                                                                                                                      |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Sometime within ten minutes of the theft, I saw the thief get into a car in the bakery parking lot and drive away. If you have security footage from the bakery parking lot, you might want to look for cars that left the parking lot in that time frame.                                                          |
| I don't know the thief's name, but it was someone I recognized. Earlier this morning, before I arrived at Emma's bakery, I was walking by the ATM on Leggett Street and saw the thief there withdrawing some money.                                                                                                 |
| As the thief was leaving the bakery, they called someone who talked to them for less than a minute. In the call, I heard the thief say that they were planning to take the earliest flight out of Fiftyville tomorrow. The thief then asked the person on the other end of the phone to purchase the flight ticket. |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+----------+---------------+---------+
| activity | license_plate |  name   |
+----------+---------------+---------+
| exit     | 5P2BI95       | Vanessa |
| exit     | 94KL13X       | Bruce   |
| exit     | 6P58WS2       | Barry   |
| exit     | 4328GD8       | Luca    |
| exit     | G412CB7       | Sofia   |
| exit     | L93JTIZ       | Iman    |
| exit     | 322W7JE       | Diana   |
| exit     | 0NTHK55       | Kelsey  |
+----------+---------------+---------+
+-------------+------------------+
|    name     | transaction_type |
| Denise      | withdraw         |
| Denise      | withdraw         |
| Denise      | withdraw         |
| Denise      | withdraw         |
| Denise      | withdraw         |
| Denise      | withdraw         |
| Nathan      | withdraw         |
| Nathan      | withdraw         |
| Nathan      | withdraw         |
| Nathan      | withdraw         |
| Nathan      | withdraw         |
| Nathan      | withdraw         |
| Nathan      | withdraw         |
| Nathan      | withdraw         |
| Jean        | withdraw         |
| Jean        | withdraw         |
| Jean        | withdraw         |
| Jean        | withdraw         |
| Jean        | withdraw         |
| Jean        | withdraw         |
| Jean        | withdraw         |
| Jean        | withdraw         |
| Natalie     | withdraw         |
| Natalie     | withdraw         |
| Natalie     | withdraw         |
| Natalie     | withdraw         |
| Natalie     | withdraw         |
| Natalie     | withdraw         |
| Natalie     | withdraw         |
| Natalie     | withdraw         |
| Jacqueline  | withdraw         |
| Jacqueline  | withdraw         |
| Jacqueline  | withdraw         |
| Jacqueline  | withdraw         |
| Jacqueline  | withdraw         |
| Jacqueline  | withdraw         |
| Jacqueline  | withdraw         |
| Jacqueline  | withdraw         |
| Marilyn     | withdraw         |
| Marilyn     | withdraw         |
| Marilyn     | withdraw         |
| Marilyn     | withdraw         |
| Marilyn     | withdraw         |
| Marilyn     | withdraw         |
| Marilyn     | withdraw         |
| Marilyn     | withdraw         |
| Sean        | withdraw         |
| Sean        | withdraw         |
| Sean        | withdraw         |
| Sean        | withdraw         |
| Sean        | withdraw         |
| Sean        | withdraw         |
| Sean        | withdraw         |
| Sean        | withdraw         |
| Rebecca     | withdraw         |
| Rebecca     | withdraw         |
| Rebecca     | withdraw         |
| Rebecca     | withdraw         |
| Rebecca     | withdraw         |
| Rebecca     | withdraw         |
| Rebecca     | withdraw         |
| Rebecca     | withdraw         |
| Carol       | withdraw         |
| Carol       | withdraw         |
| Carol       | withdraw         |
| Carol       | withdraw         |
| Carol       | withdraw         |
| Carol       | withdraw         |
| Carol       | withdraw         |
| Carol       | withdraw         |
| Ann         | withdraw         |
| Ann         | withdraw         |
| Ann         | withdraw         |
| Ann         | withdraw         |
| Ann         | withdraw         |
| Ann         | withdraw         |
| Ann         | withdraw         |
| Ann         | withdraw         |
| Olivia      | withdraw         |
| Olivia      | withdraw         |
| Olivia      | withdraw         |
| Olivia      | withdraw         |
| Olivia      | withdraw         |
| Olivia      | withdraw         |
| Olivia      | withdraw         |
| Olivia      | withdraw         |
| Diane       | withdraw         |
| Diane       | withdraw         |
| Diane       | withdraw         |
| Diane       | withdraw         |
| Diane       | withdraw         |
| Diane       | withdraw         |
| Diane       | withdraw         |
| Diane       | withdraw         |
| Christine   | withdraw         |
| Christine   | withdraw         |
| Christine   | withdraw         |
| Christine   | withdraw         |
| Christine   | withdraw         |
| Christine   | withdraw         |
| Christine   | withdraw         |
| Christine   | withdraw         |
| Joshua      | withdraw         |
| Joshua      | withdraw         |
| Joshua      | withdraw         |
| Joshua      | withdraw         |
| Joshua      | withdraw         |
| Joshua      | withdraw         |
| Joshua      | withdraw         |
| Joshua      | withdraw         |
| Joe         | withdraw         |
| Joe         | withdraw         |
| Joe         | withdraw         |
| Joe         | withdraw         |
| Joe         | withdraw         |
| Joe         | withdraw         |
| Joe         | withdraw         |
| Joe         | withdraw         |
| Kenny       | withdraw         |
| Kenny       | withdraw         |
| Kenny       | withdraw         |
| Kenny       | withdraw         |
| Kenny       | withdraw         |
| Kenny       | withdraw         |
| Kenny       | withdraw         |
| Austin      | withdraw         |
| Austin      | withdraw         |
| Austin      | withdraw         |
| Austin      | withdraw         |
| Austin      | withdraw         |
| Austin      | withdraw         |
| Austin      | withdraw         |
| Austin      | withdraw         |
| Margaret    | withdraw         |
| Margaret    | withdraw         |
| Margaret    | withdraw         |
| Margaret    | withdraw         |
| Margaret    | withdraw         |
| Margaret    | withdraw         |
| Margaret    | withdraw         |
| Margaret    | withdraw         |
| Iman        | withdraw         |
| Iman        | withdraw         |
| Iman        | withdraw         |
| Iman        | withdraw         |
| Iman        | withdraw         |
| Iman        | withdraw         |
| Iman        | withdraw         |
| Luca        | withdraw         |
| Luca        | withdraw         |
| Luca        | withdraw         |
| Luca        | withdraw         |
| Luca        | withdraw         |
| Luca        | withdraw         |
| Luca        | withdraw         |
| Teresa      | withdraw         |
| Teresa      | withdraw         |
| Teresa      | withdraw         |
| Teresa      | withdraw         |
| Teresa      | withdraw         |
| Teresa      | withdraw         |
| Teresa      | withdraw         |
| Teresa      | withdraw         |
| Scott       | withdraw         |
| Scott       | withdraw         |
| Scott       | withdraw         |
| Scott       | withdraw         |
| Scott       | withdraw         |
| Scott       | withdraw         |
| Scott       | withdraw         |
| Scott       | withdraw         |
| Carina      | withdraw         |
| Carina      | withdraw         |
| Carina      | withdraw         |
| Carina      | withdraw         |
| Carina      | withdraw         |
| Carina      | withdraw         |
| Carina      | withdraw         |
| Carina      | withdraw         |
| Sarah       | withdraw         |
| Sarah       | withdraw         |
| Sarah       | withdraw         |
| Sarah       | withdraw         |
| Sarah       | withdraw         |
| Sarah       | withdraw         |
| Sarah       | withdraw         |
| Sarah       | withdraw         |
| Gloria      | withdraw         |
| Gloria      | withdraw         |
| Gloria      | withdraw         |
| Gloria      | withdraw         |
| Gloria      | withdraw         |
| Gloria      | withdraw         |
| Gloria      | withdraw         |
| Gloria      | withdraw         |
| Mark        | withdraw         |
| Mark        | withdraw         |
| Mark        | withdraw         |
| Mark        | withdraw         |
| Mark        | withdraw         |
| Mark        | withdraw         |
| Mark        | withdraw         |
| Mark        | withdraw         |
| Donna       | withdraw         |
| Donna       | withdraw         |
| Donna       | withdraw         |
| Donna       | withdraw         |
| Donna       | withdraw         |
| Donna       | withdraw         |
| Donna       | withdraw         |
| Donna       | withdraw         |
| Sharon      | withdraw         |
| Sharon      | withdraw         |
| Sharon      | withdraw         |
| Sharon      | withdraw         |
| Sharon      | withdraw         |
| Sharon      | withdraw         |
| Sharon      | withdraw         |
| Sharon      | withdraw         |
| Larry       | withdraw         |
| Larry       | withdraw         |
| Larry       | withdraw         |
| Larry       | withdraw         |
| Larry       | withdraw         |
| Larry       | withdraw         |
| Larry       | withdraw         |
| Larry       | withdraw         |
| Arthur      | withdraw         |
| Arthur      | withdraw         |
| Arthur      | withdraw         |
| Arthur      | withdraw         |
| Arthur      | withdraw         |
| Arthur      | withdraw         |
| Arthur      | withdraw         |
| Arthur      | withdraw         |
| Dennis      | withdraw         |
| Dennis      | withdraw         |
| Dennis      | withdraw         |
| Dennis      | withdraw         |
| Dennis      | withdraw         |
| Dennis      | withdraw         |
| Dennis      | withdraw         |
| Dennis      | withdraw         |
| Taylor      | withdraw         |
| Taylor      | withdraw         |
| Taylor      | withdraw         |
| Taylor      | withdraw         |
| Taylor      | withdraw         |
| Taylor      | withdraw         |
| Taylor      | withdraw         |
| Tyler       | withdraw         |
| Tyler       | withdraw         |
| Tyler       | withdraw         |
| Tyler       | withdraw         |
| Tyler       | withdraw         |
| Tyler       | withdraw         |
| Tyler       | withdraw         |
| Tyler       | withdraw         |
| Kristina    | withdraw         |
| Kristina    | withdraw         |
| Kristina    | withdraw         |
| Kristina    | withdraw         |
| Kristina    | withdraw         |
| Kristina    | withdraw         |
| Kristina    | withdraw         |
| Kristina    | withdraw         |
| Stephanie   | withdraw         |
| Stephanie   | withdraw         |
| Stephanie   | withdraw         |
| Stephanie   | withdraw         |
| Stephanie   | withdraw         |
| Stephanie   | withdraw         |
| Stephanie   | withdraw         |
| Stephanie   | withdraw         |
| Julia       | withdraw         |
| Julia       | withdraw         |
| Julia       | withdraw         |
| Julia       | withdraw         |
| Julia       | withdraw         |
| Julia       | withdraw         |
| Julia       | withdraw         |
| Julia       | withdraw         |
| John        | withdraw         |
| John        | withdraw         |
| John        | withdraw         |
| John        | withdraw         |
| John        | withdraw         |
| John        | withdraw         |
| John        | withdraw         |
| John        | withdraw         |
| Michelle    | withdraw         |
| Michelle    | withdraw         |
| Michelle    | withdraw         |
| Michelle    | withdraw         |
| Michelle    | withdraw         |
| Michelle    | withdraw         |
| Michelle    | withdraw         |
| Michelle    | withdraw         |
| Nicole      | withdraw         |
| Nicole      | withdraw         |
| Nicole      | withdraw         |
| Nicole      | withdraw         |
| Nicole      | withdraw         |
| Nicole      | withdraw         |
| Nicole      | withdraw         |
| Nicole      | withdraw         |
| Richard     | withdraw         |
| Richard     | withdraw         |
| Richard     | withdraw         |
| Richard     | withdraw         |
| Richard     | withdraw         |
| Richard     | withdraw         |
| Richard     | withdraw         |
| Richard     | withdraw         |
| Alexis      | withdraw         |
| Alexis      | withdraw         |
| Alexis      | withdraw         |
| Alexis      | withdraw         |
| Alexis      | withdraw         |
| Alexis      | withdraw         |
| Alexis      | withdraw         |
| Alexis      | withdraw         |
| Noah        | withdraw         |
| Noah        | withdraw         |
| Noah        | withdraw         |
| Noah        | withdraw         |
| Noah        | withdraw         |
| Noah        | withdraw         |
| Noah        | withdraw         |
| Noah        | withdraw         |
| Eugene      | withdraw         |
| Eugene      | withdraw         |
| Eugene      | withdraw         |
| Eugene      | withdraw         |
| Eugene      | withdraw         |
| Eugene      | withdraw         |
| Eugene      | withdraw         |
| Eugene      | withdraw         |
| Dorothy     | withdraw         |
| Dorothy     | withdraw         |
| Dorothy     | withdraw         |
| Dorothy     | withdraw         |
| Dorothy     | withdraw         |
| Dorothy     | withdraw         |
| Dorothy     | withdraw         |
| Dorothy     | withdraw         |
| Joan        | withdraw         |
| Joan        | withdraw         |
| Joan        | withdraw         |
| Joan        | withdraw         |
| Joan        | withdraw         |
| Joan        | withdraw         |
| Joan        | withdraw         |
| Joan        | withdraw         |
| Shirley     | withdraw         |
| Shirley     | withdraw         |
| Shirley     | withdraw         |
| Shirley     | withdraw         |
| Shirley     | withdraw         |
| Shirley     | withdraw         |
| Shirley     | withdraw         |
| Shirley     | withdraw         |
| Peter       | withdraw         |
| Peter       | withdraw         |
| Peter       | withdraw         |
| Peter       | withdraw         |
| Peter       | withdraw         |
| Peter       | withdraw         |
| Peter       | withdraw         |
| Peter       | withdraw         |
| Brandon     | withdraw         |
| Brandon     | withdraw         |
| Brandon     | withdraw         |
| Brandon     | withdraw         |
| Brandon     | withdraw         |
| Brandon     | withdraw         |
| Brandon     | withdraw         |
| Brandon     | withdraw         |
| Alice       | withdraw         |
| Alice       | withdraw         |
| Alice       | withdraw         |
| Alice       | withdraw         |
| Alice       | withdraw         |
| Alice       | withdraw         |
| Alice       | withdraw         |
| Alice       | withdraw         |
| Nancy       | withdraw         |
| Nancy       | withdraw         |
| Nancy       | withdraw         |
| Nancy       | withdraw         |
| Nancy       | withdraw         |
| Nancy       | withdraw         |
| Nancy       | withdraw         |
| Nancy       | withdraw         |
| Charles     | withdraw         |
| Charles     | withdraw         |
| Charles     | withdraw         |
| Charles     | withdraw         |
| Charles     | withdraw         |
| Charles     | withdraw         |
| Charles     | withdraw         |
| Charles     | withdraw         |
| Albert      | withdraw         |
| Albert      | withdraw         |
| Albert      | withdraw         |
| Albert      | withdraw         |
| Albert      | withdraw         |
| Albert      | withdraw         |
| Albert      | withdraw         |
| Albert      | withdraw         |
| Christina   | withdraw         |
| Christina   | withdraw         |
| Christina   | withdraw         |
| Christina   | withdraw         |
| Christina   | withdraw         |
| Christina   | withdraw         |
| Christina   | withdraw         |
| Christina   | withdraw         |
| Jeremy      | withdraw         |
| Jeremy      | withdraw         |
| Jeremy      | withdraw         |
| Jeremy      | withdraw         |
| Jeremy      | withdraw         |
| Jeremy      | withdraw         |
| Jeremy      | withdraw         |
| Jeremy      | withdraw         |
| Pamela      | withdraw         |
| Pamela      | withdraw         |
| Pamela      | withdraw         |
| Pamela      | withdraw         |
| Pamela      | withdraw         |
| Pamela      | withdraw         |
| Pamela      | withdraw         |
| Pamela      | withdraw         |
| Ralph       | withdraw         |
| Ralph       | withdraw         |
| Ralph       | withdraw         |
| Ralph       | withdraw         |
| Ralph       | withdraw         |
| Ralph       | withdraw         |
| Ralph       | withdraw         |
| Ralph       | withdraw         |
| Andrea      | withdraw         |
| Andrea      | withdraw         |
| Andrea      | withdraw         |
| Andrea      | withdraw         |
| Andrea      | withdraw         |
| Andrea      | withdraw         |
| Andrea      | withdraw         |
| Andrea      | withdraw         |
| Stephen     | withdraw         |
